"","Location.Sample.Date","compre_keep","Season","Facility","Object","Room","RoomType","Risk","Soil","Touch","Material","YM","Moisture","Continuity","Area","samples","Mat_cat","Freq_cat","Humid","Temp","Fill_bins_YM","Log10YM","Frequency","variable","value","se"
"329","NL.E8.3","no","Winter","Facility3","Wall/Ceiling","Cold Storage","Warehouse",3,"Yes","No","Cincerblock, cement, wood",62000,"Dry","Continuous","Storage","sample-75","Cincerblock, cement, wood",NA,"Standard/Dry(0-30)","Cold(~55-40)","Medium",4.79,NA,"Shannon",3.07908368029367,NA
"330","NL.E9.2","no","Fall","Facility3","Floor Object","Receiving","Warehouse",3,"Yes","No","Diamond Rough Metal",70000,"Dry","Continuous","Receiving","sample-76","Metal",NA,"Standard/Dry(0-30)","Cold(~55-40)","Medium",4.85,NA,"Shannon",1.06058638015027,NA
"331","NL.E9.3","no","Winter","Facility3","Floor Object","Receiving","Warehouse",3,"Yes","No","Diamond Rough Metal",48000,"Dry","Continuous","Receiving","sample-77","Metal",NA,"Standard/Dry(0-30)","no data","Medium",4.68,NA,"Shannon",2.09094911533362,NA
"332","NL.01.2","yes","Fall","Facility3","Floor Object","Batch","Raw",3,"Yes","No","Metal",36600,"Dry","Continuous","Production","sample-78","Metal","Weekly","Humid(60-80)","Ambient (~70-75)","Medium",4.56,"Weekly","Shannon",1.419718807548,NA
"333","NL.01.4","yes","Spring","Facility3","Floor Object","Batch","Raw",3,"Yes","No","Metal",5600,"Dry","Continuous","Production","sample-79","Metal","Weekly","Humid(60-80)","Cool (~60-68)","Medium",3.75,"Weekly","Shannon",0.406153239176667,NA
"334","B.17.2","yes","Fall","Facility2","Conveyor","Filling","Filling",2,"Yes","No","Rubber",2050,"Dry","Continuous","Production","sample-8","Rubber","Weekly",NA,NA,NA,NA,"Weekly","Shannon",1.43171778577421,NA
"335","NL.01.3","yes","Winter","Facility3","Floor Object","Batch","Raw",3,"Yes","No","Metal",253000,"Dry","Continuous","Production","sample-80","Metal","Weekly","Humid(60-80)","Cool (~60-68)","High",5.4,"Weekly","Shannon",1.31313715588155,NA
"336","NL.10.2","yes","Fall","Facility3","Wall/Ceiling","UF","Post-Pasteurization ",3,"None","No","Painted cinderblock, caulk",0,"Wet","Continuous","Production","sample-81","Caulk","None","Very Humid(>80)","warm (~80-90)","Low",0,"None","Shannon",0.644564846669565,NA
"337","NL.10.4","yes","Spring","Facility3","Wall/Ceiling","UF","Post-Pasteurization ",3,"None","No","Painted cinderblock, caulk",1200,"Dry","Continuous","Production","sample-82","Caulk","None","Very Humid(>80)","Ambient (~70-75)","Medium",3.08,"None","Shannon",1.77334388237314,NA
"338","NL.10.3","yes","Winter","Facility3","Wall/Ceiling","UF","Post-Pasteurization ",3,"None","No","Painted cinderblock, caulk",5600,"Dry","Continuous","Production","sample-83","Caulk","None","Very Humid(>80)","no data","Medium",3.75,"None","Shannon",0.927734452911046,NA
"339","NL.11.2","no","Fall","Facility3","Cart/Rolling Bins","UF","Post-Pasteurization ",3,"Yes","No","Rubber, Metal",0,"Dry","Continuous","Production","sample-84","Rubber","None",NA,NA,NA,NA,"None","Shannon",1.499774720873,NA
"340","NL.11.3","no","Winter","Facility3","Cart/Rolling Bins","UF","Post-Pasteurization ",3,"Yes","No","Rubber, Metal",12700000,"Dry","Continuous","Production","sample-85","Rubber","None",NA,NA,NA,NA,"None","Shannon",3.09748705544112,NA
"341","NL.12.4","no","Spring","Facility3","Drain","UF","Post-Pasteurization ",3,"Yes","No","Stainless Steel",58000,"Wet","Continuous","Production","sample-86","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",1.3075031031463,NA
"342","NL.12.3","no","Winter","Facility3","Drain","UF","Post-Pasteurization ",3,"Yes","No","Stainless Steel",6240000,"Wet","Continuous","Production","sample-87","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",0.929483592691174,NA
"343","NL.13.2","no","Fall","Facility3","Drain","UF","Post-Pasteurization ",3,"None","No","Stainless Steel",350,"Wet","Perforated","Production","sample-88","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",0.479820196099276,NA
"344","NL.13.4","no","Spring","Facility3","Drain","UF","Post-Pasteurization ",3,"None","No","Stainless Steel",86400,"Wet","Perforated","Production","sample-89","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",1.09982247820663,NA
"345","B.17.4","yes","Spring","Facility2","Conveyor","Filling","Filling",2,"Yes","No","Rubber",1480000,"Dry","Continuous","Production","sample-9","Rubber","Weekly",NA,NA,NA,NA,"Weekly","Shannon",1.57008697184622,NA
"346","NL.13.3","no","Winter","Facility3","Drain","UF","Post-Pasteurization ",3,"None","No","Stainless Steel",149000,"Wet","Perforated","Production","sample-90","Stainless Steel","Daily",NA,NA,NA,NA,"Daily","Shannon",0.798677678072013,NA
"347","NL.14.2","no","Fall","Facility3","Floor Object","UF","Post-Pasteurization ",3,"None","No","Caulk, plastic, brick",450,"Dry","Continuous","Production","sample-91","Brick","None","Standard (30-60)","Ambient (~70-75)","Low",2.65,"None","Shannon",2.4497762452061,NA
"348","NL.14.4","no","Spring","Facility3","Floor Object","UF","Post-Pasteurization ",3,"None","No","Caulk, plastic, brick",5.6e+07,"Dry","Continuous","Production","sample-92","Brick","None","Standard (30-60)","Cool (~60-68)","High",7.75,"None","Shannon",1.2574923052843,NA
"349","NL.15.4","no","Spring","Facility3","Floor Object","UF","Post-Pasteurization ",3,"None","No","Metal",0,"Dry","Perforated","Production","sample-93","Metal","None","Standard (30-60)","Cool (~60-68)","Low",0,"None","Shannon",3.03636327767108,NA
"350","NL.17.2","no","Fall","Facility3","Hose","Yogurt Room","Post-Pasteurization ",2,"Yes","No","Rubber",450,"Dry","Continuous","Production","sample-94","Rubber","None",NA,NA,NA,NA,"None","Shannon",0.46786864262793,NA
"351","NL.17.4","no","Spring","Facility3","Hose","Yogurt Room","Post-Pasteurization ",2,"Yes","No","Rubber",800,"Dry","Continuous","Production","sample-95","Rubber","None",NA,NA,NA,NA,"None","Shannon",0.611622113358671,NA
"352","NL.02.2","yes","Fall","Facility3","Non-FPE Structure","Batch","Raw",3,"Yes","No","Metal",600,"Dry","Continuous","Production","sample-96","Metal","As needed",NA,NA,NA,NA,"None/as needed","Shannon",0.499332419144401,NA
"353","NL.02.4","yes","Spring","Facility3","Non-FPE Structure","Batch","Raw",2,"Yes","No","Metal",69600,"Dry","Continuous","Production","sample-97","Metal","As needed",NA,NA,NA,NA,"None/as needed","Shannon",1.10974636161846,NA
"354","NL.02.3","yes","Winter","Facility3","Non-FPE Structure","Batch","Raw",3,"Yes","No","Metal",36000,"Dry","Continuous","Production","sample-98","Metal","As needed",NA,NA,NA,NA,"None/as needed","Shannon",1.18450201760754,NA
"355","NL.21.2","yes","Fall","Facility3","Forklift/Pallet Jack","Materials Handling","Warehouse",3,"Yes","No","Rubber, painted metal",100,"Dry","Continuous","Materials Handling","sample-99","Rubber","As needed",NA,NA,NA,NA,"None/as needed","Shannon",3.56989285717808,NA
